%Set of all the words. We don't separate training for testing here since we use fold evaluation 10 levels. Generated by p3.cpp
@relation whole_set_p3
@attribute d1 integer
@attribute d2 integer
@attribute vowels integer
@attribute c1 {yes,no}
@attribute c2 {yes,no}
@attribute c3 {yes,no}
@attribute c4 {yes,no}
@attribute c5 {yes,no}
@attribute c6 {yes,no}
@attribute c7 {yes,no}
@attribute c9 {yes,no}
@attribute w_length integer
@attribute difficult {yes,no}
@data
14, 161, 2, no, no, yes, no, no, no, no, no, 5, yes
11, 128, 3, no, no, no, no, no, no, no, no, 5, yes
7, 215, 2, no, no, no, no, no, no, no, no, 4, yes
5, 14, 3, yes, no, no, no, no, no, no, no, 7, yes
5, 14, 3, yes, no, no, no, no, no, no, no, 7, yes
2, 6, 3, no, no, no, no, no, no, no, no, 7, yes
2, 6, 3, no, no, no, no, no, no, no, no, 7, yes
6, 35, 4, no, no, no, no, no, no, no, no, 7, yes
2, 10, 4, no, no, yes, no, no, no, no, no, 8, yes
20, 385, 2, no, no, yes, no, no, no, no, no, 5, yes
2, 29, 3, no, no, no, no, no, no, no, no, 7, yes
15, 144, 2, no, no, yes, no, no, no, no, no, 6, yes
9, 99, 3, no, no, yes, no, no, no, no, no, 7, yes
1, 3, 5, no, no, no, no, no, no, yes, no, 11, yes
1, 3, 5, no, no, no, no, no, no, yes, no, 11, yes
28, 595, 2, no, no, yes, no, no, no, no, no, 4, yes
4, 40, 4, no, no, yes, no, no, no, no, no, 7, yes
8, 53, 4, no, no, no, no, no, no, no, yes, 8, yes
8, 53, 4, no, no, no, no, no, no, no, yes, 8, yes
8, 53, 4, no, no, no, no, no, no, no, yes, 8, yes
8, 53, 4, no, no, no, no, no, no, no, yes, 8, yes
8, 53, 4, no, no, no, no, no, no, no, yes, 8, yes
8, 53, 4, no, no, no, no, no, no, no, yes, 8, yes
4, 92, 3, no, no, no, no, no, no, no, no, 6, yes
4, 92, 3, no, no, no, no, no, no, no, no, 6, yes
12, 226, 3, no, no, no, no, no, no, no, no, 6, yes
1, 52, 3, no, no, no, no, no, no, no, no, 5, yes
6, 78, 3, no, no, no, no, no, no, no, no, 5, yes
15, 229, 2, no, no, no, no, no, no, no, no, 5, yes
8, 124, 3, no, no, no, no, no, no, no, no, 8, yes
8, 124, 3, no, no, no, no, no, no, no, no, 8, yes
8, 124, 3, no, no, no, no, no, no, no, no, 8, yes
5, 33, 4, no, no, no, no, no, no, no, no, 7, yes
5, 33, 4, no, no, no, no, no, no, no, no, 7, yes
5, 33, 4, no, no, no, no, no, no, no, no, 7, yes
10, 94, 4, no, no, no, no, no, no, no, no, 7, yes
10, 94, 4, no, no, no, no, no, no, no, no, 7, yes
4, 14, 4, no, no, no, no, no, no, no, no, 8, yes
4, 14, 4, no, no, no, no, no, no, no, no, 8, yes
11, 147, 3, no, no, no, no, yes, no, no, no, 6, yes
4, 38, 3, no, no, no, no, no, no, no, no, 7, yes
11, 147, 3, no, no, no, no, yes, no, no, no, 6, yes
3, 28, 4, no, no, no, no, no, no, no, no, 7, yes
4, 38, 3, no, no, no, no, no, no, no, no, 7, yes
8, 124, 3, no, no, no, no, no, no, no, no, 7, yes
8, 124, 3, no, no, no, no, no, no, no, no, 7, yes
8, 124, 3, no, no, no, no, no, no, no, no, 7, yes
8, 124, 3, no, no, no, no, no, no, no, no, 7, yes
8, 124, 3, no, no, no, no, no, no, no, no, 8, yes
8, 124, 3, no, no, no, no, no, no, no, no, 8, yes
8, 124, 3, no, no, no, no, no, no, no, no, 8, yes
1, 13, 2, no, no, no, no, no, no, no, no, 5, yes
1, 13, 2, no, no, no, no, no, no, no, no, 5, yes
11, 147, 3, no, no, no, no, yes, no, no, no, 6, yes
11, 147, 3, no, no, no, no, yes, no, no, no, 6, yes
11, 147, 3, no, no, no, no, yes, no, no, no, 6, yes
11, 147, 3, no, no, no, no, yes, no, no, no, 6, yes
11, 147, 3, no, no, no, no, yes, no, no, no, 6, yes
4, 27, 4, no, no, no, no, no, no, no, no, 10, yes
0, 0, 4, no, no, no, no, no, no, no, no, 10, yes
0, 0, 6, yes, no, no, no, no, yes, no, no, 15, yes
0, 0, 6, yes, no, no, no, no, yes, no, no, 15, yes
26, 377, 3, no, no, no, no, no, no, no, no, 6, yes
10, 94, 4, no, no, no, no, no, no, no, no, 7, yes
10, 94, 4, no, no, no, no, no, no, no, no, 7, yes
2, 10, 5, no, no, no, no, no, no, no, no, 13, yes
2, 10, 5, no, no, no, no, no, no, no, no, 13, yes
16, 163, 3, no, no, no, no, no, no, no, no, 6, yes
16, 163, 3, no, no, no, no, no, no, no, no, 6, yes
16, 163, 3, no, no, no, no, no, no, no, no, 6, yes
16, 163, 3, no, no, no, no, no, no, no, no, 6, yes
1, 3, 6, no, no, no, no, no, no, no, no, 13, yes
26, 413, 3, no, no, no, no, no, no, no, no, 4, yes
26, 413, 3, no, no, no, no, no, no, no, no, 4, yes
26, 413, 3, no, no, no, no, no, no, no, no, 4, yes
3, 28, 4, no, no, no, no, no, no, no, no, 7, yes
3, 28, 4, no, no, no, no, no, no, no, no, 7, yes
3, 28, 4, no, no, no, no, no, no, no, no, 7, yes
31, 406, 3, no, no, no, no, no, no, no, no, 6, yes
6, 92, 2, no, no, no, no, no, no, no, no, 6, yes
5, 33, 4, no, no, no, no, no, no, no, no, 7, yes
5, 33, 4, no, no, no, no, no, no, no, no, 7, yes
5, 33, 4, no, no, no, no, no, no, no, no, 7, yes
5, 33, 4, no, no, no, no, no, no, no, no, 7, yes
5, 33, 4, no, no, no, no, no, no, no, no, 7, yes
5, 33, 4, no, no, no, no, no, no, no, no, 7, yes
4, 14, 3, no, no, no, no, no, no, no, no, 8, yes
2, 22, 4, no, no, no, no, no, no, no, no, 7, yes
2, 22, 4, no, no, no, no, no, no, no, no, 7, yes
2, 22, 4, no, no, no, no, no, no, no, no, 7, yes
13, 142, 3, no, no, no, no, no, no, no, no, 7, yes
13, 142, 3, no, no, no, no, no, no, no, no, 7, yes
11, 116, 3, no, no, no, no, no, no, no, no, 7, yes
11, 116, 3, no, no, no, no, no, no, no, no, 7, yes
11, 116, 3, no, no, no, no, no, no, no, no, 7, yes
0, 2, 5, no, no, no, no, no, no, no, no, 10, yes
0, 2, 5, no, no, no, no, no, no, no, no, 10, yes
5, 33, 4, no, no, no, no, no, no, no, no, 7, yes
5, 33, 4, no, no, no, no, no, no, no, no, 7, yes
13, 90, 3, no, no, no, no, no, no, no, no, 7, yes
4, 14, 3, no, no, no, no, no, no, no, no, 8, yes
4, 14, 3, no, no, no, no, no, no, no, no, 8, yes
3, 14, 4, no, no, no, no, no, no, no, yes, 9, yes
14, 238, 2, no, no, no, no, no, no, no, no, 6, yes
7, 32, 3, no, no, no, no, no, no, no, no, 7, yes
7, 32, 3, no, no, no, no, no, no, no, no, 7, yes
7, 32, 3, no, no, no, no, no, no, no, no, 7, yes
14, 238, 2, no, no, no, no, no, no, no, no, 6, yes
7, 77, 3, no, no, no, no, no, no, no, no, 7, yes
4, 35, 4, no, no, no, no, no, no, no, no, 9, yes
5, 31, 4, no, no, no, no, no, no, no, no, 10, yes
11, 104, 3, no, no, no, no, no, no, no, no, 8, yes
1, 6, 5, no, no, no, no, no, no, no, no, 10, yes
6, 14, 4, no, no, no, no, no, no, no, no, 9, yes
9, 51, 3, no, no, no, no, no, no, no, no, 8, yes
9, 51, 3, no, no, no, no, no, no, no, no, 8, yes
10, 82, 3, no, no, no, no, no, no, no, no, 7, yes
2, 29, 3, no, no, no, no, no, no, no, no, 8, yes
7, 32, 3, no, no, no, no, no, no, no, no, 7, yes
1, 6, 5, yes, no, no, no, no, no, no, yes, 13, yes
1, 6, 5, yes, no, no, no, no, no, no, yes, 13, yes
10, 78, 4, no, no, no, no, no, no, no, no, 8, yes
2, 22, 4, no, no, no, no, no, no, no, no, 7, yes
2, 3, 4, no, no, no, no, no, no, no, no, 11, yes
2, 3, 4, no, no, no, no, no, no, no, no, 11, yes
2, 3, 4, no, no, no, no, no, no, no, no, 11, yes
2, 3, 4, no, no, no, no, no, no, no, no, 11, yes
10, 78, 3, no, no, no, no, no, no, no, no, 7, yes
2, 3, 4, no, no, no, no, no, no, no, no, 11, yes
2, 3, 4, no, no, no, no, no, no, no, no, 11, yes
2, 3, 4, no, no, no, no, no, no, no, no, 11, yes
0, 27, 2, no, no, no, no, no, no, no, no, 6, yes
0, 0, 8, yes, no, no, no, no, yes, no, no, 20, yes
0, 0, 8, yes, no, no, no, no, yes, no, no, 20, yes
0, 0, 4, no, no, no, no, no, no, no, no, 12, yes
0, 0, 4, no, no, no, no, no, no, no, no, 12, yes
0, 0, 4, no, no, no, no, no, no, no, no, 12, yes
0, 0, 4, no, no, no, no, no, no, no, no, 12, yes
10, 106, 3, no, no, no, no, no, no, no, no, 6, yes
0, 0, 4, no, no, no, yes, no, yes, no, no, 12, yes
0, 0, 4, no, no, no, yes, no, yes, no, no, 12, yes
11, 104, 3, no, no, no, no, no, no, no, no, 8, yes
2, 3, 4, no, no, no, no, no, no, no, no, 11, yes
2, 3, 4, no, no, no, no, no, no, no, no, 11, yes
2, 15, 6, no, no, no, no, no, no, no, yes, 13, yes
3, 9, 4, no, no, no, yes, no, no, no, no, 9, yes
0, 2, 5, no, no, no, no, no, no, no, no, 9, yes
4, 36, 4, no, no, no, no, no, no, no, no, 7, yes
4, 36, 4, no, no, no, no, no, no, no, no, 7, yes
4, 36, 4, no, no, no, no, no, no, no, no, 7, yes
4, 36, 4, no, no, no, no, no, no, no, no, 7, yes
4, 36, 4, no, no, no, no, no, no, no, no, 7, yes
4, 37, 3, no, no, no, no, no, no, no, no, 8, yes
3, 4, 5, no, no, yes, no, no, yes, no, no, 13, yes
3, 4, 5, no, no, yes, no, no, yes, no, no, 13, yes
8, 34, 3, no, no, no, no, no, no, no, no, 8, yes
2, 2, 6, no, no, no, no, no, yes, no, no, 13, yes
9, 51, 3, no, no, no, no, no, no, no, no, 8, yes
14, 250, 2, no, no, no, no, no, no, no, no, 5, yes
8, 84, 2, no, no, no, no, no, no, no, no, 6, yes
6, 16, 4, no, no, no, no, no, no, no, no, 9, yes
14, 192, 3, no, no, no, no, no, no, no, no, 7, yes
5, 28, 4, no, no, no, no, no, no, no, no, 10, yes
10, 78, 3, no, no, no, no, no, no, no, no, 7, yes
5, 30, 3, no, no, no, no, no, yes, no, no, 10, yes
5, 30, 3, no, no, no, no, no, yes, no, no, 10, yes
11, 40, 4, no, no, no, no, no, no, no, no, 9, yes
10, 78, 3, no, no, no, no, no, no, no, no, 7, yes
10, 78, 3, no, no, no, no, no, no, no, no, 7, yes
7, 25, 4, no, no, no, no, no, no, no, no, 11, yes
7, 26, 3, no, no, no, no, no, no, no, no, 8, yes
3, 7, 4, no, no, no, no, no, no, no, no, 9, yes
3, 7, 4, no, no, no, no, no, no, no, no, 9, yes
10, 78, 3, no, no, no, no, no, no, no, no, 7, yes
11, 148, 2, no, no, no, no, no, no, no, no, 5, yes
33, 471, 2, no, no, no, no, no, no, no, no, 4, yes
10, 136, 3, no, no, no, no, no, no, no, no, 6, yes
14, 224, 3, no, no, no, no, no, no, no, no, 5, yes
4, 17, 4, no, no, no, no, no, no, no, no, 8, yes
9, 304, 2, no, no, no, no, no, no, no, no, 4, yes
13, 342, 3, no, no, no, no, no, no, no, no, 6, yes
18, 248, 3, no, no, no, no, no, no, no, no, 6, yes
11, 137, 3, no, no, no, no, no, no, no, no, 7, yes
6, 117, 3, no, no, no, no, no, no, no, no, 6, yes
9, 71, 4, no, no, no, no, no, no, no, no, 7, yes
0, 0, 4, no, no, no, no, no, no, no, no, 9, yes
0, 0, 4, no, no, no, no, no, no, no, no, 9, yes
15, 103, 4, no, no, no, no, no, no, no, no, 7, yes
15, 103, 4, no, no, no, no, no, no, no, no, 7, yes
11, 165, 3, no, no, no, no, no, no, no, no, 5, yes
12, 147, 3, no, no, no, no, no, no, no, no, 6, yes
19, 239, 2, no, no, no, no, no, no, no, no, 5, yes
19, 239, 2, no, no, no, no, no, no, no, no, 5, yes
0, 27, 3, no, no, no, no, no, no, no, no, 6, yes
0, 1, 4, no, no, no, no, no, no, no, no, 7, yes
19, 422, 2, no, no, no, no, no, no, no, no, 4, yes
19, 422, 2, no, no, no, no, no, no, no, no, 4, yes
15, 158, 3, no, no, no, no, no, no, no, no, 5, yes
15, 158, 3, no, no, no, no, no, no, no, no, 5, yes
16, 209, 2, no, no, no, no, no, no, no, no, 5, yes
5, 116, 2, no, no, no, no, no, no, no, no, 4, yes
4, 36, 5, no, no, no, no, no, yes, no, no, 11, yes
6, 53, 5, no, no, no, no, no, no, no, no, 9, yes
5, 49, 3, no, no, no, no, no, no, no, no, 7, yes
6, 37, 4, no, no, no, no, no, yes, no, no, 10, yes
7, 30, 4, no, no, no, no, no, no, no, no, 7, yes
7, 30, 4, no, no, no, no, no, no, no, no, 7, yes
17, 224, 3, no, no, no, no, no, no, no, no, 6, yes
4, 68, 3, no, no, no, no, no, no, no, no, 7, yes
17, 346, 2, no, no, no, no, yes, no, no, no, 5, yes
5, 116, 2, no, no, no, no, no, no, no, no, 4, yes
5, 116, 2, no, no, no, no, no, no, no, no, 4, yes
7, 71, 4, no, no, no, no, no, no, no, no, 8, yes
10, 43, 4, no, no, no, no, no, no, no, no, 10, yes
8, 117, 3, no, no, no, no, no, no, no, no, 7, yes
6, 55, 4, no, no, no, no, no, no, no, no, 8, yes
22, 362, 2, no, no, no, no, no, no, no, no, 5, yes
9, 57, 4, no, no, no, no, no, yes, no, no, 10, yes
2, 19, 4, no, no, no, no, no, no, no, no, 7, yes
13, 104, 4, no, no, no, no, no, no, no, no, 8, yes
17, 159, 3, no, no, no, no, no, no, no, no, 7, yes
2, 19, 4, no, no, no, no, no, no, no, no, 7, yes
7, 36, 3, no, no, no, no, no, no, no, no, 8, yes
20, 270, 2, no, no, no, no, no, no, no, no, 5, yes
9, 127, 3, no, no, no, no, no, no, no, no, 6, yes
9, 127, 3, no, no, no, no, no, no, no, no, 6, yes
9, 127, 3, no, no, no, no, no, no, no, no, 6, yes
9, 127, 3, no, no, no, no, no, no, no, no, 6, yes
9, 127, 3, no, no, no, no, no, no, no, no, 6, yes
0, 45, 2, no, no, yes, no, no, no, no, no, 5, yes
0, 45, 2, no, no, yes, no, no, no, no, no, 5, yes
9, 178, 3, no, no, no, no, no, no, no, no, 6, yes
2, 3, 5, no, no, no, yes, no, no, no, no, 11, yes
17, 257, 3, no, no, no, no, no, no, no, no, 6, yes
17, 257, 3, no, no, no, no, no, no, no, no, 6, yes
5, 117, 3, no, no, no, no, no, no, no, no, 6, yes
3, 5, 4, no, no, yes, no, no, no, no, no, 10, yes
3, 5, 4, no, no, yes, no, no, no, no, no, 10, yes
3, 5, 4, no, no, yes, no, no, no, no, no, 10, yes
20, 400, 2, no, no, no, no, no, no, no, no, 4, yes
20, 400, 2, no, no, no, no, no, no, no, no, 4, yes
12, 215, 3, no, no, no, no, no, no, no, no, 7, yes
0, 1, 3, no, no, no, no, no, no, no, no, 8, yes
4, 28, 4, no, no, no, yes, no, no, no, no, 9, yes
4, 28, 4, no, no, no, yes, no, no, no, no, 9, yes
5, 80, 2, no, no, no, no, no, no, no, no, 5, yes
5, 80, 2, no, no, no, no, no, no, no, no, 5, yes
1, 26, 4, no, no, no, no, no, no, no, no, 6, yes
0, 0, 4, no, no, no, no, no, no, no, no, 10, yes
0, 0, 4, no, no, no, no, no, no, no, no, 10, yes
0, 3, 4, no, no, no, no, no, no, no, no, 9, yes
0, 3, 4, no, no, no, no, no, no, no, no, 9, yes
0, 3, 4, no, no, no, no, no, no, no, no, 9, yes
5, 80, 2, no, no, no, no, no, no, no, no, 5, yes
4, 34, 3, no, no, no, no, no, no, no, no, 8, yes
6, 119, 3, no, no, no, no, no, no, no, no, 7, yes
5, 80, 2, no, no, no, no, no, no, no, no, 5, yes
5, 80, 2, no, no, no, no, no, no, no, no, 5, yes
4, 28, 4, no, no, no, yes, no, no, no, no, 9, yes
22, 362, 2, no, no, no, no, no, no, no, no, 5, yes
20, 313, 1, no, no, no, no, no, no, no, no, 2, yes
5, 80, 2, no, no, no, no, no, no, no, no, 5, yes
3, 4, 6, no, no, no, no, no, no, no, no, 14, yes
1, 1, 6, no, no, no, no, no, no, no, no, 13, yes
1, 1, 6, no, no, no, no, no, no, no, no, 13, yes
3, 4, 6, no, no, no, no, no, no, no, no, 13, yes
3, 4, 6, no, no, no, no, no, no, no, no, 13, yes
2, 3, 6, no, no, no, no, no, no, no, no, 13, yes
3, 4, 6, no, no, no, no, no, no, no, no, 13, yes
3, 4, 6, no, no, no, no, no, no, no, no, 13, yes
3, 4, 6, no, no, no, no, no, no, no, no, 14, yes
3, 4, 6, no, no, no, no, no, no, no, no, 14, yes
1, 1, 6, no, no, no, no, no, no, no, no, 13, yes
6, 88, 3, no, no, no, no, no, no, no, no, 6, yes
10, 125, 2, no, no, no, no, no, no, no, no, 5, yes
2, 13, 3, no, no, no, no, no, no, no, no, 7, yes
0, 0, 4, no, no, no, no, no, no, no, no, 11, yes
0, 0, 5, no, no, no, yes, no, yes, no, no, 13, yes
0, 0, 5, no, no, no, yes, no, yes, no, no, 13, yes
2, 16, 6, no, no, no, yes, no, yes, no, no, 13, yes
2, 8, 4, no, no, no, no, no, no, no, no, 10, yes
2, 35, 3, no, no, no, no, no, no, no, no, 6, yes
4, 17, 4, no, no, no, no, no, no, no, no, 8, yes
5, 33, 4, no, no, no, no, no, no, no, no, 9, yes
5, 33, 4, no, no, no, no, no, no, no, no, 9, yes
6, 42, 3, no, no, no, no, no, no, no, no, 6, yes
6, 54, 3, no, no, no, no, no, no, no, no, 6, yes
2, 7, 5, no, no, no, no, yes, no, no, no, 12, yes
6, 108, 2, no, no, no, no, no, no, no, no, 5, yes
21, 350, 2, no, no, no, no, no, no, no, no, 4, yes
5, 75, 3, no, no, no, no, no, no, no, no, 8, yes
5, 75, 3, no, no, no, no, no, no, no, no, 8, yes
1, 2, 2, no, no, no, no, no, no, no, no, 7, yes
1, 15, 3, no, no, no, no, no, no, no, no, 7, yes
1, 15, 3, no, no, no, no, no, no, no, no, 7, yes
1, 15, 3, no, no, no, no, no, no, no, no, 7, yes
1, 15, 3, no, no, no, no, no, no, no, no, 7, yes
1, 15, 3, no, no, no, no, no, no, no, no, 7, yes
1, 15, 3, no, no, no, no, no, no, no, no, 7, yes
1, 15, 3, no, no, no, no, no, no, no, no, 7, yes
1, 15, 3, no, no, no, no, no, no, no, no, 7, yes
3, 13, 5, no, no, no, no, no, no, no, no, 12, yes
3, 19, 5, no, no, no, no, no, no, no, no, 11, yes
5, 51, 4, no, no, no, no, no, no, no, no, 8, yes
12, 204, 2, no, no, no, no, no, no, no, no, 5, yes
0, 3, 3, no, no, no, no, no, no, no, no, 7, yes
0, 3, 3, no, no, no, no, no, no, no, no, 7, yes
0, 0, 7, no, no, no, no, no, no, yes, no, 15, yes
2, 5, 3, no, no, no, no, no, no, no, no, 9, yes
10, 121, 3, no, no, no, no, no, no, no, no, 6, yes
8, 65, 3, no, no, no, no, no, no, no, no, 7, yes
5, 55, 3, no, no, no, no, no, no, no, no, 8, yes
5, 26, 3, no, no, no, no, no, yes, no, no, 11, yes
5, 26, 3, no, no, no, no, no, yes, no, no, 11, yes
5, 26, 3, no, no, no, no, no, yes, no, no, 11, yes
5, 26, 3, no, no, no, no, no, yes, no, no, 11, yes
5, 26, 3, no, no, no, no, no, yes, no, no, 11, yes
5, 26, 3, no, no, no, no, no, yes, no, no, 11, yes
5, 26, 3, no, no, no, no, no, yes, no, no, 11, yes
4, 13, 5, no, no, no, no, no, no, no, yes, 11, yes
10, 74, 3, no, no, no, no, no, no, no, no, 8, yes
3, 7, 4, no, no, no, no, no, no, no, no, 10, yes
2, 5, 3, no, no, no, no, no, no, no, no, 9, yes
14, 272, 2, no, no, no, no, no, no, no, no, 4, yes
10, 78, 3, no, no, no, no, no, no, no, no, 7, yes
7, 59, 4, no, no, no, no, no, no, no, no, 8, yes
43, 631, 2, no, no, no, no, no, no, no, no, 4, yes
43, 631, 2, no, no, no, no, no, no, no, no, 4, yes
13, 138, 2, yes, no, no, no, no, no, no, no, 6, yes
13, 138, 2, yes, no, no, no, no, no, no, no, 6, yes
15, 207, 3, no, no, yes, no, no, no, no, no, 5, yes
15, 207, 3, no, no, yes, no, no, no, no, no, 5, yes
24, 362, 2, no, no, yes, no, no, no, no, no, 4, yes
36, 566, 2, no, no, no, no, no, no, no, no, 3, yes
20, 397, 2, no, no, no, no, no, no, no, no, 4, yes
20, 397, 2, no, no, no, no, no, no, no, no, 4, yes
1, 7, 6, no, no, no, no, no, no, no, no, 11, yes
1, 7, 6, no, no, no, no, no, no, no, no, 11, yes
14, 235, 2, no, no, yes, no, no, no, no, no, 4, yes
14, 235, 2, no, no, yes, no, no, no, no, no, 4, yes
12, 169, 3, no, no, no, no, no, no, no, no, 6, yes
12, 169, 3, no, no, no, no, no, no, no, no, 6, yes
34, 461, 2, no, no, no, no, no, no, no, no, 4, yes
34, 461, 2, no, no, no, no, no, no, no, no, 4, yes
13, 171, 3, no, no, no, no, no, no, no, no, 6, yes
3, 34, 4, yes, no, no, no, no, no, no, no, 8, yes
3, 34, 4, yes, no, no, no, no, no, no, no, 8, yes
3, 34, 4, yes, no, no, no, no, no, no, no, 8, yes
8, 124, 3, no, no, no, no, no, no, no, no, 6, yes
5, 78, 3, no, no, no, no, no, no, no, no, 6, yes
13, 180, 3, no, no, no, no, yes, no, no, no, 7, yes
13, 180, 3, no, no, no, no, yes, no, no, no, 7, yes
27, 286, 2, no, no, no, no, no, no, no, no, 5, yes
17, 281, 2, no, no, no, no, no, no, no, no, 5, yes
14, 215, 2, no, no, no, no, no, no, no, no, 6, yes
9, 63, 3, no, no, no, no, no, no, no, no, 8, yes
8, 121, 2, no, no, no, no, no, no, no, no, 5, yes
25, 425, 1, no, no, no, no, no, no, no, no, 2, yes
16, 228, 1, no, no, no, no, no, no, no, no, 3, yes
3, 14, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 14, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 14, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 14, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 6, 5, no, no, no, no, no, no, no, no, 9, yes
1, 4, 5, no, no, no, no, no, no, no, no, 10, yes
13, 204, 2, no, no, no, no, no, no, no, no, 5, yes
1, 11, 4, no, no, no, no, no, no, no, yes, 9, yes
2, 54, 3, no, no, no, no, no, no, no, no, 6, yes
2, 54, 3, no, no, no, no, no, no, no, no, 6, yes
12, 264, 2, no, no, no, no, no, no, no, no, 4, yes
12, 264, 2, no, no, no, no, no, no, no, no, 4, yes
3, 12, 4, no, no, no, no, no, no, no, no, 9, yes
2, 54, 3, no, no, no, no, no, no, no, no, 6, yes
1, 1, 4, no, no, no, no, no, no, no, no, 10, yes
3, 14, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 14, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 14, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 14, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 14, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 14, 4, no, no, no, no, no, no, no, yes, 9, yes
3, 14, 4, no, no, no, no, no, no, no, yes, 9, yes
6, 126, 2, no, no, no, no, no, no, no, yes, 6, yes
3, 4, 4, no, no, no, no, no, no, no, no, 9, yes
3, 4, 4, no, no, no, no, no, no, no, no, 9, yes
3, 4, 4, no, no, no, no, no, no, no, no, 9, yes
8, 74, 2, yes, no, no, no, no, no, no, no, 6, yes
10, 166, 2, yes, no, no, no, no, no, no, no, 5, yes
13, 138, 2, yes, no, no, no, no, no, no, no, 6, yes
10, 134, 2, yes, no, no, no, no, no, no, yes, 5, yes
10, 134, 2, yes, no, no, no, no, no, no, yes, 5, yes
17, 324, 2, no, no, no, no, no, no, no, no, 5, yes
9, 52, 3, no, no, no, no, no, no, no, no, 6, yes
17, 252, 2, no, no, no, no, no, no, no, no, 3, yes
8, 143, 3, no, no, no, no, no, no, no, no, 5, yes
12, 264, 2, no, no, no, no, no, no, no, no, 4, yes
9, 182, 3, no, no, no, no, no, no, no, no, 5, yes
5, 65, 3, no, no, no, no, no, no, no, no, 7, yes
6, 60, 3, no, no, no, no, no, no, no, no, 8, yes
9, 98, 2, no, no, no, no, no, no, no, no, 6, yes
9, 35, 4, no, no, no, no, no, no, no, no, 9, yes
1, 38, 3, yes, no, no, no, no, no, no, no, 6, yes
9, 221, 2, no, no, no, no, no, no, no, no, 4, yes
6, 93, 3, no, no, no, no, no, no, no, no, 6, yes
6, 74, 3, yes, no, no, no, no, no, no, yes, 7, yes
0, 1, 2, no, no, no, no, yes, no, no, no, 7, yes
1, 47, 1, no, no, no, no, yes, no, no, no, 4, yes
0, 8, 2, no, no, no, no, yes, no, no, no, 5, yes
22, 362, 2, no, no, no, no, no, no, no, no, 5, yes
0, 0, 3, no, no, no, no, no, no, no, no, 9, yes
0, 0, 3, no, no, no, no, no, no, no, no, 9, yes
4, 21, 4, no, no, no, no, no, no, no, no, 8, no
27, 486, 3, no, no, no, no, no, no, no, no, 4, no
8, 137, 3, no, no, no, no, no, no, no, no, 6, no
10, 99, 3, no, no, no, no, no, no, no, no, 6, no
28, 521, 2, no, no, no, no, no, no, no, no, 4, no
27, 529, 3, no, no, no, no, no, no, no, no, 5, no
18, 241, 3, no, no, no, no, yes, no, no, no, 5, no
22, 288, 2, no, no, no, no, no, no, no, no, 5, no
26, 530, 2, no, no, no, no, no, no, no, no, 4, no
1, 12, 3, no, no, no, no, no, no, no, no, 7, no
4, 7, 4, no, no, no, no, no, no, no, no, 8, no
3, 34, 4, no, no, no, no, no, no, no, no, 7, no
9, 212, 3, no, no, no, no, no, no, no, no, 5, no
5, 21, 3, no, no, no, no, no, no, no, no, 6, no
8, 243, 2, no, no, no, no, no, no, no, no, 5, no
9, 92, 3, no, no, no, no, no, no, no, no, 7, no
4, 26, 3, no, no, no, no, no, no, no, no, 7, no
9, 56, 3, no, no, no, no, no, no, no, no, 7, no
21, 251, 3, no, no, no, no, no, no, no, no, 7, no
51, 818, 2, no, no, no, no, no, no, no, no, 4, no
9, 112, 3, no, no, no, no, no, no, no, no, 7, no
5, 38, 4, no, no, no, no, no, no, no, no, 9, no
13, 195, 3, no, no, no, no, no, no, no, no, 8, no
2, 32, 4, no, no, no, no, no, no, no, no, 7, no
9, 160, 3, no, no, no, no, no, no, no, no, 7, no
9, 46, 4, no, no, no, no, no, no, no, no, 7, no
31, 496, 2, no, no, no, no, no, no, no, no, 4, no
22, 406, 1, no, no, no, no, no, no, no, no, 3, no
10, 170, 2, no, no, no, no, no, no, no, no, 6, no
7, 81, 3, no, no, no, no, no, no, no, no, 7, no
38, 698, 2, no, no, no, no, no, no, no, no, 4, no
39, 661, 2, no, no, no, no, no, no, no, no, 4, no
6, 23, 5, no, no, no, no, no, no, no, yes, 13, no
3, 22, 4, no, no, no, no, no, no, no, no, 9, no
5, 35, 3, no, no, no, no, no, no, no, no, 8, no
8, 106, 2, no, no, no, no, no, no, no, no, 5, no
2, 16, 6, no, no, no, no, no, no, no, no, 10, no
8, 112, 2, no, no, no, no, no, no, no, no, 5, no
34, 540, 1, no, no, no, no, no, no, no, no, 2, no
20, 541, 2, no, no, no, no, no, no, no, no, 3, no
18, 318, 2, no, no, no, no, no, no, no, no, 4, no
20, 315, 2, no, no, no, no, no, no, no, no, 5, no
9, 52, 3, no, no, no, no, no, no, no, no, 7, no
9, 109, 3, no, no, no, no, no, no, no, no, 6, no
9, 277, 2, no, no, no, no, no, no, no, no, 4, no
10, 155, 2, no, no, no, no, no, no, no, no, 6, no
